-69.6040361139766,-65.4909889417262,-32.7108951322306,-66.9584840735795,-73.4807870829584,-54.5782489698701,203,32,19.3
-77.9293801370383,-77.798187123657,-72.6517024427811,-57.0582554675792,-66.1994817532803,-60.0397686590115,139,16,17.3
-67.4868379792293,-64.0586369955604,-76.8304481626176,-57.496209638478,-74.2219092115166,-41.2844867809066,55,28,13.3
-81.5885602388594,-77.4292671276087,-73.5076287299136,-43.1023314616561,-57.8630549624479,-74.7948395247075,328,15,15.3
-65.9278360399371,-79.6062666917387,-52.3684325843125,-71.9216721886265,-69.0656039940549,-65.7308782998978,156,33,17.3
-60.1896570790654,-74.4947315126472,-51.3216460887766,-59.5664101480384,-73.4909907204046,-68.1116861638785,292,31,11.3
-84.0935593984265,-77.6811802413311,-72.0280110359158,-49.4290423923547,-62.0339263156347,-53.9746224399802,91,16,15.3
-44.9901644769147,-74.6574568974537,-71.5778158149441,-73.1820978757115,-80.2136053613493,-62.9812861426824,246,33,5
-68.8727044135394,-65.4565052872105,-51.6977430355834,-54.1583207685863,-70.613550180599,-50.9422053799089,61,34,13.3
-71.5272773082502,-65.5197896015805,-58.9490468133235,-70.5917613889032,-48.5773245602066,-36.2284498676211,105,30,15.3
-77.2041270841654,-83.7555027784898,-80.1162062929392,-80.5673665652782,-70.9610083698561,-75.7623309143408,336,15,17.3
-66.0923637054704,-57.0203123304494,-48.5892805627611,-55.2070362003867,-72.6719799891304,-51.3374804556885,105,30,15.3
-63.6252590755994,-72.7247023836207,-70.7412878688923,-66.5892817511059,-59.6718373987165,-59.7196786558492,221,26,20
-59.5647142906696,-66.6536508696898,-75.8379672217129,-80.1758224946004,-67.9672800125833,-64.6440541713734,239,36,4
-66.3691179993847,-57.6345402962286,-62.8706409612988,-77.6950766695799,-64.1531454928331,-68.0106880025182,61,34,13.3
-50.567043579998,-73.2945408005402,-78.7756513694976,-81.9549566741927,-72.4813246518202,-71.41029544821,24,39,9.3
-48.8858436443092,-64.3829309355978,-63.5816956682972,-75.3474642425305,-73.943248700757,-63.6655270658044,13,34,8.3
-44.6138780200821,-71.6819120183959,-73.5044711903205,-75.4682644638787,-77.0013174800794,-80.5716304868571,3,36,6.3
-53.2964646152535,-55.7961545974688,-70.0899476997344,-70.2649330199455,-77.8211307989336,-65.5399816979189,32,35,11.3
-57.5626436925837,-56.4286885072393,-58.1453374150863,-79.251576807332,-70.3609783059369,-74.3237417417147,181,34,18.3
-75.4475551372117,-76.1822634324092,-71.7138824479223,-61.1553456634344,-71.2323831688157,-68.8640200285789,344,15,19.3
-49.6550181776865,-54.8770805238841,-64.2325524492509,-82.2891702812102,-65.2319778680332,-71.2765263321351,19,34,9.3
-63.2311600845027,-55.3388638570997,-72.2824316651519,-73.2608516595209,-70.7082781011475,-67.5547312447526,65,38,13.3
-64.7096478878301,-50.1853765632353,-50.9522555974566,-74.9123700418989,-65.152584072018,-52.0687760922172,181,34,18.3
-87.2063691500476,-74.7707341089683,-56.6289985349847,-60.8955569746432,-74.9385365853696,-60.7416726138787,215,20,20
-80.2698850760042,-72.4681763096686,-70.8418064599203,-47.5270319533844,-60.0209461769077,-70.1172221736625,328,15,15.3
-59.9635008791336,-56.7530069942618,-75.0264566021201,-73.1072243237653,-81.023380854601,-76.8972821853874,36,39,11.3
-72.5430775567769,-74.8350339166871,-64.3720371585628,-56.0839603076719,-65.9743368516599,-57.7433717173112,282,21,11.3
-73.3911456061632,-51.1395201547658,-69.7335983818675,-77.8242446688674,-80.3558725083279,-68.9775079482633,36,39,11.3
-68.3178214418689,-64.5613215045642,-66.0451097221019,-51.0319916535267,-54.1109380904294,-41.0409389723326,147,24,17.3
-67.452014676389,-64.6880327091957,-43.3040993016996,-68.7302177311629,-57.0495151397193,-49.5071377201563,130,31,16.3
-79.6781391930485,-77.0905974689603,-72.0844628842792,-57.9397379107098,-50.220507997639,-76.786734280173,221,26,20
-75.3012741951628,-76.9385703197222,-64.4268561447896,-36.6135585293028,-60.4716618185764,-54.9773577438151,45,18,13.3
-48.9416409501891,-56.3374108799641,-57.7107437991357,-67.4719801519177,-64.4607512125382,-47.5186054605405,109,34,15.3
-81.2189388656337,-74.7332338018828,-55.8930199717306,-56.6504310915714,-64.7647048098195,-67.4702779870826,139,16,17.3
-62.1004686242864,-53.0045139348439,-55.0070401522656,-63.8896964435002,-73.0551002063262,-46.9672851590711,55,28,13.3
-30.7117623772625,-79.2454108822458,-67.2997537791565,-80.3686116375838,-74.1630024425525,-70.533423986483,19,34,9.3
-74.4136578293421,-68.1943661181535,-60.7860012850001,-78.9922766880457,-65.9190185426028,-60.7968437330583,294,33,11.3
-69.6670684456365,-73.6825926914509,-59.4704436071638,-68.1085723776701,-49.8162518326826,-48.8068272081286,151,28,17.3
-69.6042418404707,-66.9578785604063,-69.5644542251947,-65.5425722806626,-61.5396559804491,-70.6313349059778,100,25,15.3
-55.5211738246918,-60.2116016807465,-77.9830811618588,-79.8630107784317,-71.8912852703706,-72.5696888719619,239,36,4
-71.5277283490476,-65.6771342076705,-52.1166908669869,-56.310069387724,-55.2412580856758,-63.8536020641343,179,32,18.3
-75.7832160750125,-55.0407386603944,-64.9093343794965,-66.5483989993049,-72.1746591674501,-81.515370207499,42,39,12.3
-65.2522727534081,-52.5095651271429,-68.6104590948547,-70.7019159317771,-67.7915302057631,-54.1792638146092,157,34,17.3
-71.8798938252743,-73.7844930813304,-62.7148060288591,-70.0811886076282,-55.8923822948858,-56.9060353139029,198,27,19.3
-74.0331586765947,-58.4573592558593,-73.888344017024,-72.3247792468485,-53.3549828292401,-43.7947320111759,53,26,13.3
-61.5156480717038,-50.5193305881135,-75.386664442466,-79.2231102479948,-77.6970779543298,-53.1188449468928,184,37,18.3
-69.7297848456527,-64.4875067031987,-67.694606498189,-77.0636111680771,-76.7650537365378,-66.8835343385849,230,35,20
-38.3665423706976,-67.9394230297836,-66.3173354124814,-77.1510685107073,-76.1485576175655,-69.4939803813271,18,39,8.3
-67.8657921512602,-71.5234768274976,-61.3045986576737,-64.26319634219,-59.2517926326327,-59.661239281266,49,22,13.3
