-72.9583431619522,-77.9639430423617,-77.8210317951228,-100,-76.6156937050357,-79.1559820431102,155,36,39,11.3
-76.68037703301,-81.7319944299099,-59.6530020189803,-87.3644107250592,-82.4628063660298,-68.2555121890956,42,315,32,12.3
-57.2260421205355,-71.9508462824166,-66.9969501762435,-74.5633545416744,-75.0350209865789,-76.0794088115127,1,255,32,6.3
-100,-81.1888577415601,-85.6568090433169,-68.6961030952919,-73.0628404360413,-79.4080301097934,155,94,19,15.3
-78.8342207342064,-77.9382059334178,-71.0488482251396,-82.1811092357892,-76.6643229850039,-63.9276794984591,155,292,31,11.3
-75.8895265358609,-69.4837231807559,-40.6150142222405,-63.206697804846,-76.5436008804842,-55.1950777538128,1,155,32,17.3
-71.8441801064748,-70.6567620041247,-68.1325090438047,-54.4715763244859,-47.4839239320262,-52.7512531340546,1,94,19,15.3
-70.7233328946114,-83.35478786375,-65.3539792197688,-86.1604204497375,-77.5781554428292,-74.7761924720548,42,61,34,13.3
-66.5094604791586,-81.1833682380656,-62.4521197418958,-63.8471883810932,-40.2650745574114,-49.1215364481642,1,196,25,19.3
-56.8645887601568,-45.0275483430084,-55.0924108814152,-78.7014670532178,-72.5878545249567,-68.4805034004703,6,182,35,18.3
-74.2317662568147,-67.9857124806454,-52.6857215651794,-53.9202811144424,-66.3112506465697,-54.5880685664712,8,100,25,15.3
-79.401792795928,-76.1949377538834,-76.7122441741251,-60.7316830924419,-60.1626021132141,-67.9034445457786,6,328,15,15.3
-64.2060906871284,-65.5596234367367,-61.8708680933415,-39.7207713504819,-60.4364642782748,-58.1959337275093,11,97,22,15.3
-66.8296675784629,-58.4596260904639,-74.6665330290487,-70.6869538681717,-70.3721859027241,-67.6924949596692,11,186,39,18.3
-81.3165109445217,-82.071592467456,-60.1760955161177,-84.1494645105872,-68.393514075445,-69.8697478800045,155,175,28,18.3
-80.2915549063968,-79.529602317089,-68.3353148590211,-58.4116321698724,-57.9063751170674,-62.8927114840296,6,276,15,11.3
-100,-100,-68.1226319193677,-80.6492328432707,-65.0031632161301,-65.3140520332796,155,198,27,19.3
-82.0292789226651,-80.994879811695,-76.4441189604739,-69.7631691866367,-70.7404346739942,-68.0362607196782,6,336,15,17.3
-69.9629445602075,-68.2912128893997,-61.8958164868338,-56.7564521582101,-62.8130344173477,-50.7145781169813,11,307,24,12.3
-74.8541847356272,-85.3373410772636,-77.4488883752922,-86.4137951356945,-82.6846386256522,-79.5915821314666,42,57,30,13.3
-44.2306441390732,-63.7186072063347,-71.6982158613029,-82.3634902915129,-76.6040391579783,-74.5958136920356,6,24,39,9.3
-69.5291862763718,-66.3659832636686,-61.1411206312364,-61.1388363250529,-65.374181526849,-50.001322875031,1,294,33,11.3
-67.5847810227975,-65.5788900612566,-63.4442239604402,-63.0337536027826,-49.2242981086215,-54.4516614229662,1,307,24,12.3
-82.2274880807659,-78.5040152980065,-81.9298433819566,-100,-81.1253624882166,-79.7754699927456,155,184,37,18.3
-59.8768329330358,-51.8081637699465,-60.7153047820804,-63.2905249813637,-62.5477639819239,-57.1423098138772,6,159,36,17.3
-71.7019704507535,-74.5519674875723,-81.011336521513,-100,-81.9101513601487,-81.6946939347499,155,22,37,9.3
-59.9230896248596,-76.0153078082544,-41.8932610328162,-72.3875578628247,-58.9228899379835,-56.7073819493213,1,153,30,17.3
-85.8469577315891,-82.7133868201491,-82.0708456786711,-59.09265918338,-73.5566401268068,-62.1786487501765,42,94,19,15.3
-76.7678766124352,-58.0310388905374,-43.0620827670752,-54.0846162762354,-66.8269178782262,-57.1374924467731,6,107,32,15.3
-74.2567318497349,-77.3299758593334,-100,-100,-100,-82.0745230808399,155,18,39,8.3
-83.490959333733,-86.2241745491844,-80.5707629818474,-64.8993158372339,-78.3828112518675,-66.6257244153378,42,139,16,17.3
-81.9235391215128,-79.9779563760103,-81.8890748463773,-72.1719046163196,-76.1398195640943,-63.8793756027134,155,288,27,11.3
-84.1686879198461,-88.9618737145154,-59.2802078480373,-80.9339717584409,-79.1838738064493,-69.0470355899626,42,155,32,17.3
-73.359084228721,-63.8675418366728,-73.1620798777428,-42.7004794293218,-41.7897902106108,-55.2353655065037,11,97,22,15.3
-62.1116205569304,-55.814741071302,-54.2137972544595,-72.8190763359639,-72.8726532122935,-70.4879541443148,1,207,36,19.3
-84.7137948466143,-81.0229839022378,-80.847920046411,-84.9834696919162,-74.4475099720282,-68.5355650600167,42,311,28,12.3
-48.1978841011687,-64.6792280606758,-59.8207575044606,-72.1049288658198,-76.2549052888976,-77.2622266638045,11,3,36,6.3
-100,-80.515315360369,-75.2102988948592,-65.4164209781151,-61.3138568168964,-78.8888660508609,155,301,18,12.3
-73.9831129866417,-63.997054045737,-57.6361123025887,-53.5661223559999,-53.1186203084431,-53.8838480822689,6,128,29,16.3
-59.7542208289399,-58.3208473872539,-64.7850847639655,-62.1378434688176,-53.6300320302541,-50.7007650896304,6,313,30,12.3
-82.1355544844861,-85.5341340954173,-61.4661451553582,-89.3581030513866,-84.3674611372031,-73.3169164181773,42,179,32,18.3
-67.1851582573756,-80.6487310228988,-71.538900128625,-59.5495839706416,-51.0643407958126,-58.2546840587111,1,282,21,11.3
-77.2316200206633,-78.5484301395724,-78.7972210032299,-82.8006829092987,-63.2577607881819,-57.5839072059432,155,311,28,12.3
-50.0912774839459,-71.2154338410567,-68.9416785293284,-77.0101398886178,-72.7991338990745,-89.0857508324511,11,246,33,5
-83.3778811125329,-82.0946269073008,-68.7796436292437,-74.6699212998574,-65.8417941770855,-57.1625615540206,42,128,29,16.3
-74.4782113901574,-70.974564607635,-78.1567023929927,-81.2864285408106,-79.5895667416121,-86.9951890015622,155,42,39,12.3
-74.9782721606872,-87.1526660369592,-100,-100,-100,-100,42,241,38,4
-71.7950453091003,-61.0105879277635,-42.398585305011,-57.8628698226822,-54.2399665849819,-55.8141085526542,11,179,32,18.3
-79.4675100955836,-65.9322714986887,-55.4470896859863,-74.6865155933276,-67.4547422144552,-70.3689756267305,11,199,28,19.3
-80.7499530236414,-87.7333681322529,-86,-100,-86,-100,42,239,36,4
-79.8102819814584,-71.8851518994456,-81.4105108776783,-100,-84,-80.8425585142885,155,182,35,18.3
-57.2029683918244,-66.8795779244807,-54.5381208757768,-65.8330881268277,-63.1816097631122,-56.1538990930513,6,315,32,12.3
-76.9689258848533,-64.1272677041533,-83.827357266932,-100,-100,-81.3313789968409,155,230,35,20
-73.4445290575486,-78.72562095806,-65.8066957165126,-50.4629478046295,-57.285164827773,-61.8568867809316,1,190,19,19.3
-79.1293799418173,-77.0635917319027,-72.8672976193095,-68.0967216859672,-63.6129461565313,-53.3841489195192,11,215,20,20
-64.1683305273973,-61.8873279321479,-62.6332907874129,-80.1661479651627,-71.5515267244085,-71.6914018243562,6,239,36,4
-88.5390046340566,-84.9370075230518,-81.3794304951642,-57.7030742249854,-63.1880984123297,-74.0689220766616,42,139,16,17.3
-41.2502995107095,-66.346355834874,-69.8852326872994,-80.043120507752,-74.0028628151108,-76.983709627725,6,10,37,7.3
-70.4781328347138,-58.9678662360888,-71.2463924517184,-70.7341557551592,-75.3227596144495,-74.1192916508811,11,65,38,13.3
-78.6473251700764,-100,-88.6267169926184,-100,-87,-84.8624266451754,42,237,34,4
-69.3021439118641,-84.5287108822779,-85.2460242771402,-86,-84.9722636601608,-85.4035600649205,42,19,34,9.3
-84.6334226039698,-70.1722201104686,-80.9594302323524,-80.2799408554801,-78.2415155007311,-78.1815405055331,155,159,36,17.3
-53.9384715259431,-62.884343595036,-75.1141729155715,-78.7324081315917,-65.4178400036308,-75.0438148089537,1,24,39,9.3
-56.6469920326163,-57.0472135547622,-53.3158087660256,-68.4789425236259,-68.659259283712,-51.2883806041449,11,61,34,13.3
-74.4401017713073,-76.1528483855298,-54.8568111529055,-57.3806056425175,-53.2265278462904,-40.9535374745608,1,47,20,13.3
-63.7344478831876,-69.9068862998729,-69.616897918179,-69.4130182883465,-62.9432232499716,-47.3732719849867,1,292,31,11.3
-69.9903286360087,-63.2019053881502,-52.5890863241479,-56.1345257876745,-56.6541080319293,-54.3747080070128,6,290,29,11.3
-52.5208027704328,-69.8412173405595,-69.0667504173824,-78.2067994763055,-76.3186324895168,-72.9686629055169,6,248,35,5
-80.9343288478075,-76.0932148975178,-83.0308101282228,-100,-100,-84.1613250017946,42,229,34,20
-75.2398130687478,-69.7274831524188,-67.9172991271298,-51.7118974090889,-45.2951931323362,-52.2380358351718,8,43,16,13.3
-42.924197860793,-77.6197810705359,-77.3009858456474,-83.5896609829385,-71.918519772648,-71.0681123343,8,237,34,4
-76.2957249732984,-70.9697803446792,-79.6389877766542,-80.3035809985261,-80.3133410001993,-82.5909323673306,155,205,34,19.3
-82.992031658707,-84.4146182106337,-84.334631199024,-65.9132863897568,-63.5372894831281,-63.0957733734313,42,49,22,13.3
-71.1161047485981,-69.2061167766267,-39.1313795051987,-71.0698392814778,-65.3107020111947,-58.9424540431184,1,155,32,17.3
-84.9098181523618,-71.916452533462,-66.1355517980991,-50.55107943885,-66.6176923040474,-64.5568595578968,6,276,15,11.3
-81.0087583453298,-81.4789214067236,-100,-100,-83,-81.5201604438363,155,241,38,4
-84.3222663240014,-78.5786478783353,-76.4471701113497,-75.3127758068341,-72.4963192661238,-58.5071664040012,42,130,31,16.3
-76.2172948303844,-72.1481641165036,-72.3961666731496,-58.7433478389574,-39.8784670968536,-63.6515844697679,6,218,23,20
-84.9362089000679,-83.782446038689,-86.0511328486089,-100,-88,-87.2798889353788,42,181,34,18.3
-82.1555990455688,-72.0823712945441,-80.5470093299752,-77.835514546868,-80.9891400708129,-78.5836247058411,155,113,38,15.3
-48.1285530463167,-73.1841444435513,-69.7466716987796,-70.3358839901798,-76.0793912696279,-65.7573757161721,1,19,34,9.3
-86.2524388107789,-87.1714735943112,-82.8021787369994,-78.4356888109306,-59.3263506769953,-71.7007006303625,42,147,24,17.3
-43.3229831067211,-69.6687591147006,-71.6524078403888,-79.329659134649,-68.0921944682426,-66.0426516303184,11,1,34,6.3
-57.3565400416438,-75.377433195155,-70.3743689496649,-82.6655010060075,-74.8717770184315,-68.7957300006705,8,18,39,8.3
-70.7380834361973,-75.514615438756,-61.8311751586391,-55.2714324594231,-46.125794940726,-55.1845407623581,8,193,22,19.3
-62.9260225866206,-64.7854650279524,-57.9735467951195,-73.3247733806973,-53.8923351877244,-59.3742248383437,6,175,28,18.3
-59.834510761848,-69.4839988734192,-46.5324408996321,-66.5588170436869,-44.9676628340254,-55.2076463939571,8,175,28,18.3
-56.564268061236,-71.3477362466303,-60.5033966675326,-75.7282154230298,-66.6491489826812,-52.0464783749698,11,315,32,12.3
-77.010579902707,-86.3126208433299,-70.3190388639577,-86.9794831001085,-85.0008601671369,-79.7357426410243,42,223,28,20
-65.6424688185495,-75.8806006031703,-72.2886347402969,-64.1520058308702,-63.7118829067365,-53.8562955134934,8,292,31,11.3
-74.0634280118158,-78.4861341782804,-36.3875782803074,-65.9026614595044,-54.5657160450477,-71.6260854305639,8,225,30,20
-52.3499114006724,-43.7943227506451,-74.0665440723814,-71.4542667945331,-71.659862697784,-62.1874981761734,6,65,38,13.3
-89.642144091333,-100,-84.6720790036653,-78.1413874599846,-67.2283054430943,-78.0886287065209,42,218,23,20
-70.9070968812985,-71.4512488539524,-66.217579424025,-55.0919274646187,-56.0718162039737,-45.9109145320339,6,303,20,12.3
-66.6781085986724,-80.1879879873219,-82.4067805107311,-100,-82.9743416599558,-82.6438076077591,155,248,35,5
-85.6584929208128,-83.9701920520262,-79.5888872156935,-64.9327097803455,-78.9705907609592,-69.7037789842109,42,284,23,11.3
-82.3958704092933,-71.1882912557222,-61.7880329527242,-57.109173866052,-56.4764498661423,-42.8339005426074,11,53,26,13.3
-69.0836002153402,-63.6135486748086,-55.919912502975,-59.6996774315909,-49.0484802964026,-37.900245188022,6,309,26,12.3
-62.8024791328766,-58.5567221973571,-62.6712359915458,-64.1315222395803,-61.5808099096343,-47.3078337565409,1,63,36,13.3
-86.4591825331048,-80.8607099524705,-76.7621132451326,-82.1677308281412,-80.9125112368726,-65.0058215917898,42,309,26,12.3
-78.5838175701294,-80.8670205669823,-58.9138094518056,-79.6447115325275,-71.8952178802553,-73.5464430529154,155,177,30,18.3
-78.3376506920336,-69.0480110868291,-66.3435152863297,-55.0842425230007,-64.3161476506623,-59.7551743251295,6,278,17,11.3
-53.188132910282,-65.4388748740922,-76.7383614525532,-76.8734986497147,-76.4331963701679,-79.2656319848467,8,250,37,5
-77.2253499718985,-77.1004842031011,-49.9953625445558,-68.9439160210313,-62.8619046113401,-52.1790866078243,1,156,33,17.3
