1554885350650,70476002a30e,240995b2909c,-1,3,2,-44
1554885350650,70476002a30e,240995b2909c,-1,3,2,-44
1554885350750,70476002a30e,240995b2909c,-1,3,2,-44
1554885350931,70476002a30d,240995b2909c,-1,2,1,-58
1554885350931,70476002a30d,240995b2909c,-1,2,1,-58
1554885350931,70476002a30d,240995b2909c,-1,2,1,-58
1554885350931,70476002a30d,240995b2909c,-1,2,6,-72
1554885350931,70476002a30d,240995b2909c,-1,2,1,-62
1554885350967,70476002a30c,240995b2909c,-1,1,1,-62
1554885350967,70476002a30c,240995b2909c,-1,1,1,-64
1554885350967,70476002a30c,240995b2909c,-1,1,6,-64
1554885350967,70476002a30c,240995b2909c,-1,1,6,-62
1554885350967,70476002a30c,240995b2909c,-1,1,6,-60
1554885350967,70476002a30c,240995b2909c,-1,1,6,-58
1554885351032,70476002a30d,240995b2909c,-1,2,3,-60
1554885351032,70476002a30d,240995b2909c,-1,2,3,-56
1554885351032,70476002a30d,240995b2909c,-1,2,3,-62
1554885351033,70476002a30d,240995b2909c,-1,2,3,-62
1554885351033,70476002a30d,240995b2909c,-1,2,3,-64
1554885351033,70476002a30d,240995b2909c,-1,2,3,-70
1554885351033,70476002a30d,240995b2909c,-1,2,3,-68
1554885351067,70476002a30c,240995b2909c,-1,1,3,-64
1554885351067,70476002a30c,240995b2909c,-1,1,3,-66
1554885351067,70476002a30c,240995b2909c,-1,1,3,-66
1554885351067,70476002a30c,240995b2909c,-1,1,3,-68
1554885351067,70476002a30c,240995b2909c,-1,1,3,-64
1554885351067,70476002a30c,240995b2909c,-1,1,3,-66
1554885351067,70476002a30c,240995b2909c,-1,1,3,-64
1554885351071,70476002a30c,240995b2909c,-1,1,3,-70
1554885351071,70476002a30c,240995b2909c,-1,1,3,-70
1554885351071,70476002a30c,240995b2909c,-1,1,3,-68
1554885351072,70476002a30c,240995b2909c,-1,1,8,-68
1554885351072,70476002a30c,240995b2909c,-1,1,1,-62
1554885351072,70476002a30c,240995b2909c,-1,1,1,-66
1554885351298,70476002a30b,240995b2909c,-1,0,6,-74
1554885351298,70476002a30b,240995b2909c,-1,0,6,-72
1554885351298,70476002a30b,240995b2909c,-1,0,6,-72
1554885351298,70476002a30b,240995b2909c,-1,0,6,-72
1554885351298,70476002a30b,240995b2909c,-1,0,6,-78
1554885351298,70476002a30b,240995b2909c,-1,0,6,-76
1554885351298,70476002a30b,240995b2909c,-1,0,6,-80
1554885351466,70476002a30f,240995b2909c,-1,4,1,-50
1554885351466,70476002a30f,240995b2909c,-1,4,3,-52
1554885351466,70476002a30f,240995b2909c,-1,4,3,-50
1554885351466,70476002a30f,240995b2909c,-1,4,3,-50
1554885351466,70476002a30f,240995b2909c,-1,4,3,-50
1554885351466,70476002a30f,240995b2909c,-1,4,3,-52
1554885351466,70476002a30f,240995b2909c,-1,4,3,-52
1554885351466,70476002a30f,240995b2909c,-1,4,1,-66
1554885351466,70476002a30f,240995b2909c,-1,4,3,-54
1554885351466,70476002a30f,240995b2909c,-1,4,3,-54
1554885351470,70476002a30f,240995b2909c,-1,4,6,-48
1554885351470,70476002a30f,240995b2909c,-1,4,6,-52
1554885351470,70476002a30f,240995b2909c,-1,4,6,-52
1554885351475,70476002a30f,240995b2909c,-1,4,8,-50
1554885351475,70476002a30f,240995b2909c,-1,4,8,-50
1554885351475,70476002a30f,240995b2909c,-1,4,11,-54
1554885351475,70476002a30f,240995b2909c,-1,4,11,-52
1554885351475,70476002a30f,240995b2909c,-1,4,11,-52
1554885351475,70476002a30f,240995b2909c,-1,4,11,-52
1554885351502,70476002a30b,240995b2909c,-1,0,11,-78
1554885351544,70476002a30a,240995b2909c,-1,5,3,-54
1554885351544,70476002a30a,240995b2909c,-1,5,1,-38
1554885351544,70476002a30a,240995b2909c,-1,5,6,-58
1554885351544,70476002a30a,240995b2909c,-1,5,3,-46
1554885351544,70476002a30a,240995b2909c,-1,5,6,-56
1554885351544,70476002a30a,240995b2909c,-1,5,1,-40
1554885351544,70476002a30a,240995b2909c,-1,5,3,-50
1554885351544,70476002a30a,240995b2909c,-1,5,3,-50
1554885351544,70476002a30a,240995b2909c,-1,5,3,-48
1554885351544,70476002a30a,240995b2909c,-1,5,1,-38
1554885351544,70476002a30a,240995b2909c,-1,5,3,-48
1554885351544,70476002a30a,240995b2909c,-1,5,11,-62
1554885351544,70476002a30a,240995b2909c,-1,5,1,-44
1554885351544,70476002a30a,240995b2909c,-1,5,3,-50
1554885351544,70476002a30a,240995b2909c,-1,5,11,-60
1554885351544,70476002a30a,240995b2909c,-1,5,11,-56
1554885351544,70476002a30a,240995b2909c,-1,5,11,-56
1554885351544,70476002a30a,240995b2909c,-1,5,11,-54
1554885351544,70476002a30a,240995b2909c,-1,5,8,-52
1554885351544,70476002a30a,240995b2909c,-1,5,11,-52
1554885351544,70476002a30a,240995b2909c,-1,5,8,-52
1554885351544,70476002a30a,240995b2909c,-1,5,8,-50
1554885351544,70476002a30a,240995b2909c,-1,5,6,-40
1554885351544,70476002a30a,240995b2909c,-1,5,8,-52
1554885351544,70476002a30a,240995b2909c,-1,5,8,-50
1554885351544,70476002a30a,240995b2909c,-1,5,6,-38
1554885351544,70476002a30a,240995b2909c,-1,5,6,-42
1554885351544,70476002a30a,240995b2909c,-1,5,8,-50
1554885351544,70476002a30a,240995b2909c,-1,5,6,-42
1554885351544,70476002a30a,240995b2909c,-1,5,8,-50
1554885351544,70476002a30a,240995b2909c,-1,5,8,-56
1554885351544,70476002a30a,240995b2909c,-1,5,6,-48
1554885351544,70476002a30a,240995b2909c,-1,5,8,-54
1554885351544,70476002a30a,240995b2909c,-1,5,6,-46
1554885351572,70476002a30f,240995b2909c,-1,4,1,-58
1554885351572,70476002a30f,240995b2909c,-1,4,6,-54
1554885351572,70476002a30f,240995b2909c,-1,4,6,-52
1554885351572,70476002a30f,240995b2909c,-1,4,6,-52
1554885351572,70476002a30f,240995b2909c,-1,4,6,-52
1554885351572,70476002a30f,240995b2909c,-1,4,6,-50
1554885351572,70476002a30f,240995b2909c,-1,4,8,-58
1554885351572,70476002a30f,240995b2909c,-1,4,8,-58
1554885351572,70476002a30f,240995b2909c,-1,4,8,-60
1554885351572,70476002a30f,240995b2909c,-1,4,8,-58
1554885351572,70476002a30f,240995b2909c,-1,4,8,-58
1554885351572,70476002a30f,240995b2909c,-1,4,8,-56
1554885351599,70476002a30b,240995b2909c,-1,0,3,-78
1554885351599,70476002a30b,240995b2909c,-1,0,3,-74
1554885351599,70476002a30b,240995b2909c,-1,0,3,-76
1554885351599,70476002a30b,240995b2909c,-1,0,3,-74
1554885351599,70476002a30b,240995b2909c,-1,0,3,-72
1554885351599,70476002a30b,240995b2909c,-1,0,3,-72
1554885351599,70476002a30b,240995b2909c,-1,0,3,-78
1554885351599,70476002a30b,240995b2909c,-1,0,3,-80
1554885351599,70476002a30b,240995b2909c,-1,0,8,-74
1554885351599,70476002a30b,240995b2909c,-1,0,8,-74
1554885351599,70476002a30b,240995b2909c,-1,0,8,-72
1554885351599,70476002a30b,240995b2909c,-1,0,8,-72
1554885351599,70476002a30b,240995b2909c,-1,0,8,-78
1554885351599,70476002a30b,240995b2909c,-1,0,8,-74
1554885351599,70476002a30b,240995b2909c,-1,0,8,-80
1554885351599,70476002a30b,240995b2909c,-1,0,8,-76
1554885351661,70476002a30e,240995b2909c,-1,3,2,-46
1554885351661,70476002a30e,240995b2909c,-1,3,6,-46
1554885351661,70476002a30e,240995b2909c,-1,3,6,-42
1554885351661,70476002a30e,240995b2909c,-1,3,6,-40
1554885351661,70476002a30e,240995b2909c,-1,3,13,-46
1554885351661,70476002a30e,240995b2909c,-1,3,6,-40
1554885351661,70476002a30e,240995b2909c,-1,3,13,-44
1554885351661,70476002a30e,240995b2909c,-1,3,6,-42
1554885351661,70476002a30e,240995b2909c,-1,3,13,-44
1554885351661,70476002a30e,240995b2909c,-1,3,6,-40
1554885351661,70476002a30e,240995b2909c,-1,3,13,-46
1554885351661,70476002a30e,240995b2909c,-1,3,6,-40
1554885351661,70476002a30e,240995b2909c,-1,3,13,-46
1554885351661,70476002a30e,240995b2909c,-1,3,6,-40
1554885351661,70476002a30e,240995b2909c,-1,3,9,-40
1554885351661,70476002a30e,240995b2909c,-1,3,9,-40
1554885351661,70476002a30e,240995b2909c,-1,3,9,-38
1554885351661,70476002a30e,240995b2909c,-1,3,9,-38
1554885351661,70476002a30e,240995b2909c,-1,3,9,-40
1554885351661,70476002a30e,240995b2909c,-1,3,9,-40
1554885351661,70476002a30e,240995b2909c,-1,3,9,-44
1554885351661,70476002a30e,240995b2909c,-1,3,9,-80
1554885351755,70476002a30e,240995b2909c,-1,3,9,-40
1554885351755,70476002a30e,240995b2909c,-1,3,6,-36
1554885351755,70476002a30e,240995b2909c,-1,3,6,-38
1554885351936,70476002a30d,240995b2909c,-1,2,6,-66
1554885351936,70476002a30d,240995b2909c,-1,2,6,-62
1554885351936,70476002a30d,240995b2909c,-1,2,6,-68
1554885351936,70476002a30d,240995b2909c,-1,2,11,-68
1554885351936,70476002a30d,240995b2909c,-1,2,11,-66
1554885351936,70476002a30d,240995b2909c,-1,2,11,-66
1554885351936,70476002a30d,240995b2909c,-1,2,11,-66
1554885351936,70476002a30d,240995b2909c,-1,2,11,-62
1554885351936,70476002a30d,240995b2909c,-1,2,11,-68
1554885351976,70476002a30c,240995b2909c,-1,1,6,-58
1554885351976,70476002a30c,240995b2909c,-1,1,6,-58
1554885351976,70476002a30c,240995b2909c,-1,1,6,-58
1554885351976,70476002a30c,240995b2909c,-1,1,6,-58
1554885351976,70476002a30c,240995b2909c,-1,1,6,-64
1554885351976,70476002a30c,240995b2909c,-1,1,11,-64
1554885351976,70476002a30c,240995b2909c,-1,1,11,-64
1554885351976,70476002a30c,240995b2909c,-1,1,11,-64
1554885351976,70476002a30c,240995b2909c,-1,1,11,-70
1554885351976,70476002a30c,240995b2909c,-1,1,11,-70
1554885352036,70476002a30d,240995b2909c,-1,2,8,-64
1554885352036,70476002a30d,240995b2909c,-1,2,8,-70
1554885352036,70476002a30d,240995b2909c,-1,2,8,-62
1554885352036,70476002a30d,240995b2909c,-1,2,8,-70
1554885352036,70476002a30d,240995b2909c,-1,2,8,-66
1554885352036,70476002a30d,240995b2909c,-1,2,8,-64
1554885352036,70476002a30d,240995b2909c,-1,2,8,-70
1554885352036,70476002a30d,240995b2909c,-1,2,8,-56
1554885352036,70476002a30d,240995b2909c,-1,2,8,-66
1554885352077,70476002a30c,240995b2909c,-1,1,8,-70
1554885352080,70476002a30c,240995b2909c,-1,1,8,-66
1554885352080,70476002a30c,240995b2909c,-1,1,8,-64
1554885352080,70476002a30c,240995b2909c,-1,1,8,-62
1554885352080,70476002a30c,240995b2909c,-1,1,8,-66
1554885352080,70476002a30c,240995b2909c,-1,1,8,-62
1554885352303,70476002a30b,240995b2909c,-1,0,11,-76
1554885352303,70476002a30b,240995b2909c,-1,0,11,-76
1554885352303,70476002a30b,240995b2909c,-1,0,11,-78
1554885352303,70476002a30b,240995b2909c,-1,0,11,-70
1554885352303,70476002a30b,240995b2909c,-1,0,11,-76
1554885352303,70476002a30b,240995b2909c,-1,0,11,-76
1554885352303,70476002a30b,240995b2909c,-1,0,11,-76
1554885352303,70476002a30b,240995b2909c,-1,0,11,-76
1554885352472,70476002a30f,240995b2909c,-1,4,11,-52
1554885352472,70476002a30f,240995b2909c,-1,4,11,-52
1554885352472,70476002a30f,240995b2909c,-1,4,11,-54
1554885352472,70476002a30f,240995b2909c,-1,4,11,-52
1554885352504,70476002a30b,240995b2909c,-1,0,42,-81
1554885352511,70476002a30b,240995b2909c,-1,0,42,-81
1554885352511,70476002a30b,240995b2909c,-1,0,42,-81
1554885352511,70476002a30b,240995b2909c,-1,0,42,-74
1554885352511,70476002a30b,240995b2909c,-1,0,42,-85
1554885352511,70476002a30b,240995b2909c,-1,0,42,-82
1554885352549,70476002a30a,240995b2909c,-1,5,11,-54
1554885352549,70476002a30a,240995b2909c,-1,5,11,-60
1554885352549,70476002a30a,240995b2909c,-1,5,11,-60
1554885352560,70476002a30e,240995b2909c,-1,3,42,-67
1554885352560,70476002a30e,240995b2909c,-1,3,42,-76
